imgName;r;g;b;saturationHsv;hueHsv;valueHsv;saturationHsi;hueHsi;intensityHsi;lLab;aLab;bLab
004.jpg;96.74109097276946;103.44514490850189;123.61697749759216;127.7435425969705;51.37514228176167;140.6868487873216;0.36734330654144287;1.7913650274276733;0.4232722222805023;166.98774166666666;135.23267916666666;140.23449166666666
