imgName;r;g;b;saturationHsv;hueHsv;valueHsv;saturationHsi;hueHsi;intensityHsi;lLab;aLab;bLab
004.jpg;91.86883810524472;106.68098240084056;119.66080028018563;134.15432098765433;48.63378863497067;142.6050696086157;0.38991761207580566;1.6944080591201782;0.4159616231918335;166.98774166666666;135.23267916666666;140.23449166666666
