175.0;1250.0;155.0;16.965.526.682.596.500;14.832.825.567.502.900;13.362.534.846.674.600;642.099.761.051.374;10.168.672.839.506.100;17.229.778.972.520.900;0.1406465321779251;0.0;0.5903384685516357;16.597.012.916.666.600;1.343.786.375;14.047.535.416.666.600
159.0;242.0;163.0;16.163.036.835.851.200;14.179.409.268.375.400;13.464.437.277.202.500;6.560.363.265.998.980;10.951.052.452.894.200;16.834.450.857.239.800;0.1345774531364441;3.827.679.395.675.650;0.5726390480995178;16.584.188.333.333.300;1.346.028;140.347.125
176.0;157.0;156.0;14.080.093.023.255.800;12.571.488.372.093.000;12.711.674.418.604.600;6.640.860.465.116.270;9.852.779.069.767.440;15.203.046.511.627.900;0.13095644116401672;3.443.450.689.315.790;0.5145524144172668;16.545.944.583.333.300;13.437.447.083.333.300;14.025.275.416.666.600
216.0;193.0;160.0;1.336.077.497.665.730;1.174.390.289.449.110;11.604.042.950.513.500;6.774.481.792.717.080;10.992.156.862.745.000;1.415.626.517.273.570;0.1463543325662613;0.0;0.4798525273799896;16.596.692.916.666.600;1.349.719.875;14.075.992.083.333.300
