imgName;saturationHsv;hueHsv;valueHsv;saturationHsi;hueHsi;intensityHsi;lLab;aLab;bLab;r;g;b
D1_078.JPG;123.83629191321499;147.55005917159764;117.44355029585799;0.17592784762382507;4.354255199432373;0.5082743763923645;163.43920416666666;136.09779166666667;142.51725416666667;147.55005917159764;123.83629191321499;117.44355029585799
